individual_id,generation,algorithm,rb1_mm,rb2_mm,hb_mm,gap_pc_mm,I_eval_A,Ni,geometry_variant,mesh_profile,r_core_mm,case_dir,geo_path,sif_path,definition_path
B_pill_r5p2_fine,0,geo_sif_trial,12.7,18.7,12.7,4.0,3.0,700,central_pill,fine_inner_coil,5.2,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/B_pill_r5p2_fine/B_pill_r5p2_fine,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/B_pill_r5p2_fine/B_pill_r5p2_fine/StepsHTX.geo,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/B_pill_r5p2_fine/B_pill_r5p2_fine/P1low.sif,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/B_pill_r5p2_fine/B_pill_r5p2_fine/HMB_circuit.definition
