individual_id,generation,algorithm,rb1_mm,rb2_mm,hb_mm,gap_pc_mm,I_eval_A,Ni,geometry_variant,mesh_profile,r_core_mm,case_dir,geo_path,sif_path,definition_path
A_annular_coarse,0,geo_sif_trial,12.7,18.7,12.7,4.0,3.0,700,annular_rotor,coarse_debug,5.2,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/A_annular_coarse/A_annular_coarse,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/A_annular_coarse/A_annular_coarse/StepsHTX.geo,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/A_annular_coarse/A_annular_coarse/P1low.sif,/work/jmorera/Genes/GeneticLab/experiments/geo_sif_trials_20260501_192703/cases/A_annular_coarse/A_annular_coarse/HMB_circuit.definition
